/ID-Task/  -/Lat/  -/Long/ -/Day/  -/Hour/ -/Minute/   -/Duration/ -/Remaining time/ -/Resources/    -/Coverage/ -/Ligitimacy/ -/on peak hour/ -/grid_number -/task_value
1	 49.6235991738159	 6.143207635818278	 2	 16	 24	 70	 70	 2	 100	 True	 False	 129	 9
2	 49.63130882245068	 6.169281655219297	 3	 9	 28	 60	 60	 4	 100	 True	 True	 162	 5
3	 49.635306454774216	 6.079729028646352	 2	 11	 7	 70	 70	 1	 100	 True	 False	 167	 1
4	 49.61660531332567	 6.16531925402568	 1	 10	 0	 30	 30	 8	 100	 True	 True	 116	 7
5	 49.61235005249359	 6.142084771567558	 3	 11	 41	 40	 40	 5	 100	 True	 False	 99	 3
6	 49.63324634132453	 6.08072963519394	 3	 16	 45	 70	 70	 8	 100	 True	 False	 152	 5
7	 49.63398640456396	 6.120855110764135	 3	 11	 10	 30	 30	 7	 100	 True	 False	 156	 4
8	 49.62050934951044	 6.10904431626037	 3	 13	 54	 70	 70	 9	 100	 True	 False	 125	 4
9	 49.62257175990273	 6.185478302829283	 2	 9	 26	 10	 10	 8	 100	 True	 True	 134	 4
10	 49.624749589533025	 6.09337600136511	 1	 9	 21	 30	 30	 4	 100	 True	 True	 138	 6
11	 49.61516349585164	 6.138091773898774	 3	 11	 35	 20	 20	 3	 100	 True	 False	 113	 8
12	 49.625527158400544	 6.112903035562826	 2	 19	 47	 20	 20	 10	 100	 True	 False	 140	 4
13	 49.612823546343165	 6.129679223429416	 2	 9	 1	 60	 60	 4	 100	 True	 True	 112	 2
14	 49.63635313102839	 6.141621518993278	 3	 10	 5	 30	 30	 1	 100	 True	 True	 174	 9
15	 49.615974720042296	 6.158478538696447	 3	 20	 2	 20	 20	 6	 100	 True	 False	 116	 2
16	 49.610768849050054	 6.167998335704268	 3	 14	 34	 60	 60	 1	 100	 True	 False	 102	 4
17	 49.58050453330313	 6.093411244062107	 3	 10	 20	 20	 20	 6	 100	 True	 True	 18	 10
18	 49.61553999013149	 6.15366335080266	 2	 0	 45	 100	 100	 2	 100	 True	 False	 115	 4
19	 49.61390379827029	 6.200725311408296	 2	 21	 44	 40	 40	 8	 100	 True	 False	 120	 1
20	 49.63165389451909	 6.07798207755059	 2	 10	 8	 30	 30	 6	 100	 True	 True	 151	 2
21	 49.62794284760995	 6.116472892862374	 3	 14	 44	 60	 60	 3	 100	 True	 False	 141	 9
22	 49.6070424480882	 6.137589990254672	 3	 13	 45	 100	 100	 2	 100	 True	 False	 98	 3
23	 49.626078446247206	 6.161218741050137	 2	 10	 1	 40	 40	 3	 100	 True	 True	 146	 10
24	 49.619111469421796	 6.173867518294843	 2	 20	 15	 100	 100	 8	 100	 True	 False	 132	 7
25	 49.63880113225625	 6.104488910518544	 1	 11	 52	 80	 80	 6	 100	 True	 False	 169	 4
26	 49.61179885365039	 6.0967174513245315	 3	 7	 33	 80	 80	 10	 100	 True	 True	 94	 1
27	 49.60440629397005	 6.111835237577332	 2	 22	 25	 40	 40	 2	 100	 True	 False	 80	 6
28	 49.596689329064155	 6.145495734801764	 1	 2	 57	 100	 100	 8	 100	 True	 False	 69	 6
29	 49.62908975820882	 6.172569226683112	 2	 11	 44	 60	 60	 3	 100	 True	 False	 147	 1
30	 49.600373108316305	 6.087691365645424	 2	 11	 22	 50	 50	 6	 100	 True	 False	 63	 3
31	 49.602749920797315	 6.148192354179027	 2	 12	 12	 40	 40	 7	 100	 True	 False	 84	 6
32	 49.6008598759918	 6.104760089905658	 1	 11	 8	 100	 100	 1	 100	 True	 False	 64	 4
33	 49.61096757837226	 6.104269877960293	 2	 1	 37	 40	 40	 3	 100	 True	 False	 94	 5
34	 49.63066988915088	 6.1632212419702315	 1	 19	 36	 60	 60	 3	 100	 True	 False	 161	 9
35	 49.638204198921	 6.090990324218975	 2	 17	 48	 80	 80	 5	 100	 True	 False	 168	 7
36	 49.629074069560296	 6.129321945134393	 1	 9	 36	 40	 40	 9	 100	 True	 True	 142	 10
37	 49.60633440770844	 6.128911245590311	 1	 10	 30	 60	 60	 4	 100	 True	 True	 82	 4
38	 49.63237969777392	 6.135822417073377	 2	 4	 22	 20	 20	 3	 100	 True	 False	 158	 10
39	 49.62480224120254	 6.114888121840203	 3	 6	 43	 50	 50	 1	 100	 True	 False	 141	 8
40	 49.62667117529973	 6.147320037379554	 1	 10	 21	 20	 20	 4	 100	 True	 True	 144	 7
41	 49.618469984609845	 6.132322981624509	 2	 11	 19	 60	 60	 2	 100	 True	 False	 128	 3
42	 49.582688809398405	 6.107184207142082	 1	 10	 43	 40	 40	 10	 100	 True	 True	 20	 2
43	 49.60643005438929	 6.111590760805282	 2	 11	 39	 20	 20	 8	 100	 True	 False	 80	 7
